url,tipo
/bpc-157-para-que-sirve/,post
/contacto/,page
/comparativas-de-peptidos/,page
/calculadora-de-dosis-de-peptidos/,page
/product/ghk-cu/,product
/product/cjc-1295-ipamorelina-5mg/,product
/product/thymosin-alpha-1-10mg/,product
/product/dim-suplemento/,product
/product/glutation-1500mg/,product
/category/blog/,category
